b'Name of the Restaurants',Country code,City,Day of week,Start time hour,Start time minute,End time hour,End time minute
b'Cafezique',GB,Glasgow,2,9,0,0,0
b'Cafezique',GB,Glasgow,3,9,0,0,0
b'Cafezique',GB,Glasgow,4,9,0,0,0
b'Cafezique',GB,Glasgow,5,9,0,0,0
b'Cafezique',GB,Glasgow,6,9,0,0,0
b'Caffe Due Mondi',AU,Sydney,0,6,30,18,0
b'Caffe Due Mondi',AU,Sydney,1,6,30,18,0
b'Caffe Due Mondi',AU,Sydney,2,6,30,18,0
b'Caffe Due Mondi',AU,Sydney,3,6,30,18,0
b'Caffe Due Mondi',AU,Sydney,4,6,30,18,0
b'Caffe Due Mondi',AU,Sydney,5,8,30,15,0
b'Caffe Duomo',AU,Melbourne,0,7,30,18,0
b'Caffe Duomo',AU,Melbourne,1,7,30,18,0
b'Caffe Duomo',AU,Melbourne,2,7,30,18,0
b'Caffe Duomo',AU,Melbourne,3,7,30,18,0
b'Caffe Duomo',AU,Melbourne,4,7,30,22,0
b'Caffe Duomo',AU,Melbourne,5,8,30,17,0
b'Caffe Duomo',AU,Melbourne,6,9,0,17,0
b'Caffe Tiamo',AU,Sydney,0,7,0,1,0
b'Caffe Tiamo',AU,Sydney,1,7,0,1,0
b'Caffe Tiamo',AU,Sydney,2,7,0,1,0
b'Caffe Tiamo',AU,Sydney,3,7,0,1,0
b'Caffe Tiamo',AU,Sydney,4,7,0,1,0
b'Caffe Tiamo',AU,Sydney,5,7,0,1,0
b'Caffe Tiamo',AU,Sydney,6,7,0,1,0
b'Caff\xc3\xa8 Bene',US,Houston,0,7,0,20,0
b'Caff\xc3\xa8 Bene',US,Houston,1,7,0,20,0
b'Caff\xc3\xa8 Bene',US,Houston,2,7,0,20,0
b'Caff\xc3\xa8 Bene',US,Houston,3,7,0,20,0
b'Caff\xc3\xa8 Bene',US,Houston,4,7,0,22,0
b'Caff\xc3\xa8 Bene',US,Houston,5,9,0,22,0
b'Caff\xc3\xa8 Bene',US,Houston,6,9,0,20,0
b'Caff\xc3\xa8 Nero',US,Boston,0,6,30,21,0
b'Caff\xc3\xa8 Nero',US,Boston,1,6,30,21,0
b'Caff\xc3\xa8 Nero',US,Boston,2,6,30,21,0
b'Caff\xc3\xa8 Nero',US,Boston,3,6,30,21,0
b'Caff\xc3\xa8 Nero',US,Boston,4,6,30,21,0
b'Caff\xc3\xa8 Nero',US,Boston,5,6,30,21,0
b'Caff\xc3\xa8 Nero',US,Boston,6,6,30,21,0
b'Caff\xc3\xa9 Vittoria',US,Boston,0,7,0,0,0
b'Caff\xc3\xa9 Vittoria',US,Boston,1,7,0,0,0
b'Caff\xc3\xa9 Vittoria',US,Boston,2,7,0,0,0
b'Caff\xc3\xa9 Vittoria',US,Boston,3,7,0,0,0
b'Caff\xc3\xa9 Vittoria',US,Boston,4,7,0,0,30
b'Caff\xc3\xa9 Vittoria',US,Boston,5,7,0,0,30
b'Caff\xc3\xa9 Vittoria',US,Boston,6,7,0,0,0
b'Caff\xc3\xa9italia',AU,Perth,0,17,0,22,0
b'Caff\xc3\xa9italia',AU,Perth,1,17,0,22,0
b'Caff\xc3\xa9italia',AU,Perth,2,17,0,22,0
b'Caff\xc3\xa9italia',AU,Perth,3,12,0,15,0
b'Caff\xc3\xa9italia',AU,Perth,3,17,0,22,0
b'Caff\xc3\xa9italia',AU,Perth,4,12,0,15,0
b'Caff\xc3\xa9italia',AU,Perth,4,17,0,22,0
b'Caff\xc3\xa9italia',AU,Perth,5,17,0,22,0
b'Caf\xc3\xa9 78',US,Detroit,1,8,0,20,0
b'Caf\xc3\xa9 78',US,Detroit,2,8,0,20,0
b'Caf\xc3\xa9 78',US,Detroit,3,8,0,20,0
b'Caf\xc3\xa9 78',US,Detroit,4,8,0,22,0
b'Caf\xc3\xa9 78',US,Detroit,5,10,0,22,0
b'Caf\xc3\xa9 78',US,Detroit,6,11,0,17,0
b'Caf\xc3\xa9 Berlin',US,Las Vegas,0,11,0,20,0
b'Caf\xc3\xa9 Berlin',US,Las Vegas,1,11,0,20,0
b'Caf\xc3\xa9 Berlin',US,Las Vegas,2,11,0,20,0
b'Caf\xc3\xa9 Berlin',US,Las Vegas,3,11,0,20,0
b'Caf\xc3\xa9 Berlin',US,Las Vegas,4,11,0,20,0
b'Caf\xc3\xa9 Berlin',US,Las Vegas,5,16,0,21,0
b'Caf\xc3\xa9 Berlin',US,Las Vegas,6,16,0,21,0
b'Caf\xc3\xa9 Hula',GB,Glasgow,0,8,0,21,0
b'Caf\xc3\xa9 Hula',GB,Glasgow,1,8,0,21,0
b'Caf\xc3\xa9 Hula',GB,Glasgow,2,8,0,21,0
b'Caf\xc3\xa9 Hula',GB,Glasgow,3,8,0,23,0
b'Caf\xc3\xa9 Hula',GB,Glasgow,4,8,0,23,0
b'Caf\xc3\xa9 Hula',GB,Glasgow,5,8,0,23,0
b'Caf\xc3\xa9 Hula',GB,Glasgow,6,11,30,19,30
b'Caf\xc3\xa9 Marmotte',US,Denver,1,17,0,22,0
b'Caf\xc3\xa9 Marmotte',US,Denver,2,17,0,22,0
b'Caf\xc3\xa9 Marmotte',US,Denver,3,17,0,22,0
b'Caf\xc3\xa9 Marmotte',US,Denver,4,17,0,22,0
b'Caf\xc3\xa9 Marmotte',US,Denver,5,17,0,22,0
b'Caf\xc3\xa9 Marmotte',US,Denver,6,10,0,14,0
b'Caf\xc3\xa9 Marmotte',US,Denver,6,17,0,22,0
b'Caf\xc3\xa9 Paloma',US,Seattle,0,9,0,17,0
b'Caf\xc3\xa9 Paloma',US,Seattle,1,9,0,20,0
b'Caf\xc3\xa9 Paloma',US,Seattle,2,9,0,20,0
b'Caf\xc3\xa9 Paloma',US,Seattle,3,9,0,20,0
b'Caf\xc3\xa9 Paloma',US,Seattle,4,9,0,20,0
b'Caf\xc3\xa9 Paloma',US,Seattle,5,9,0,20,0
b'Caf\xc3\xa9 Quattro',US,Boston,0,11,0,21,0
b'Caf\xc3\xa9 Quattro',US,Boston,1,11,0,21,0
b'Caf\xc3\xa9 Quattro',US,Boston,2,11,0,21,0
b'Caf\xc3\xa9 Quattro',US,Boston,3,11,0,21,0
b'Caf\xc3\xa9 Quattro',US,Boston,4,11,0,21,0
b'Caf\xc3\xa9 Quattro',US,Boston,5,11,0,21,0
b'Caf\xc3\xa9 Rabelais',US,Houston,0,18,0,21,0
b'Caf\xc3\xa9 Rabelais',US,Houston,1,11,0,14,30
b'Caf\xc3\xa9 Rabelais',US,Houston,1,18,0,21,0
b'Caf\xc3\xa9 Rabelais',US,Houston,2,11,0,14,30
b'Caf\xc3\xa9 Rabelais',US,Houston,2,18,0,21,0
b'Caf\xc3\xa9 Rabelais',US,Houston,3,11,0,14,30
b'Caf\xc3\xa9 Rabelais',US,Houston,3,18,0,22,0
b'Caf\xc3\xa9 Rabelais',US,Houston,4,11,0,14,30
b'Caf\xc3\xa9 Rabelais',US,Houston,4,18,0,22,0
b'Caf\xc3\xa9 Rabelais',US,Houston,5,11,0,14,30
b'Caf\xc3\xa9 Rabelais',US,Houston,5,18,0,22,0
b'Caf\xc3\xa9 San Jose',US,San Jose,0,7,0,15,0
b'Caf\xc3\xa9 San Jose',US,San Jose,1,7,0,15,0
b'Caf\xc3\xa9 San Jose',US,San Jose,2,7,0,15,0
b'Caf\xc3\xa9 San Jose',US,San Jose,3,7,0,15,0
b'Caf\xc3\xa9 San Jose',US,San Jose,4,7,0,15,0
b'Caf\xc3\xa9 San Jose',US,San Jose,5,7,0,15,0
b'Caf\xc3\xa9 San Jose',US,San Jose,6,7,0,15,0
b'Caf\xc3\xa9 Source',GB,Glasgow,0,12,0,15,0
b'Caf\xc3\xa9 Source',GB,Glasgow,0,19,0,21,0
b'Caf\xc3\xa9 Source',GB,Glasgow,1,12,0,15,0
b'Caf\xc3\xa9 Source',GB,Glasgow,1,19,0,21,0
b'Caf\xc3\xa9 Source',GB,Glasgow,2,12,0,15,0
b'Caf\xc3\xa9 Source',GB,Glasgow,2,19,0,21,0
b'Caf\xc3\xa9 Source',GB,Glasgow,3,12,0,15,0
b'Caf\xc3\xa9 Source',GB,Glasgow,3,19,0,21,0
b'Caf\xc3\xa9 Source',GB,Glasgow,4,12,0,15,0
b'Caf\xc3\xa9 Source',GB,Glasgow,4,17,0,22,0
b'Caf\xc3\xa9 Source',GB,Glasgow,5,12,0,15,0
b'Caf\xc3\xa9 Source',GB,Glasgow,6,12,30,21,0
b'Cah-Chi',GB,London,1,18,0,23,0
b'Cah-Chi',GB,London,2,18,0,23,0
b'Cah-Chi',GB,London,3,18,0,23,0
b'Cah-Chi',GB,London,4,18,0,23,0
b'Cah-Chi',GB,London,5,12,0,15,0
b'Cah-Chi',GB,London,5,17,0,23,0
b'Cah-Chi',GB,London,6,12,0,15,0
b'Cah-Chi',GB,London,6,17,0,23,0
b'Cajun Queen',US,Charlotte,0,17,0,21,30
b'Cajun Queen',US,Charlotte,1,17,0,21,30
b'Cajun Queen',US,Charlotte,2,17,0,21,30
b'Cajun Queen',US,Charlotte,3,17,0,21,30
b'Cajun Queen',US,Charlotte,4,17,0,22,30
b'Cajun Queen',US,Charlotte,5,16,30,22,30
b'Cajun Queen',US,Charlotte,6,11,0,21,0
b'Cajun Steamer',US,Birmingham,0,11,0,21,0
b'Cajun Steamer',US,Birmingham,1,11,0,21,0
b'Cajun Steamer',US,Birmingham,2,11,0,21,0
b'Cajun Steamer',US,Birmingham,3,11,0,21,0
b'Cajun Steamer',US,Birmingham,4,11,0,22,0
b'Cajun Steamer',US,Birmingham,5,11,0,22,0
b'Cajun Steamer',US,Birmingham,6,11,0,21,0
"b'Cajun Yard Dog, Arboretum'",US,Charlotte,0,11,0,21,0
"b'Cajun Yard Dog, Arboretum'",US,Charlotte,1,11,0,21,0
"b'Cajun Yard Dog, Arboretum'",US,Charlotte,2,11,0,21,0
"b'Cajun Yard Dog, Arboretum'",US,Charlotte,3,11,0,21,0
"b'Cajun Yard Dog, Arboretum'",US,Charlotte,4,11,0,22,0
"b'Cajun Yard Dog, Arboretum'",US,Charlotte,5,11,0,22,0
b'Cali Sandwich & Fast Food',US,Houston,0,9,0,21,0
b'Cali Sandwich & Fast Food',US,Houston,1,9,0,21,0
b'Cali Sandwich & Fast Food',US,Houston,2,9,0,21,0
b'Cali Sandwich & Fast Food',US,Houston,3,9,0,21,0
b'Cali Sandwich & Fast Food',US,Houston,4,9,0,21,0
b'Cali Sandwich & Fast Food',US,Houston,5,9,0,21,0
b'Calibre Cafe & Bar',AU,Phillip,0,8,0,21,0
b'Calibre Cafe & Bar',AU,Phillip,1,8,0,21,0
b'Calibre Cafe & Bar',AU,Phillip,2,8,0,21,0
b'Calibre Cafe & Bar',AU,Phillip,3,8,0,21,0
b'Calibre Cafe & Bar',AU,Phillip,4,8,0,21,0
b'California Sourdough',US,San Jose,0,11,0,14,0
b'California Sourdough',US,San Jose,1,11,0,14,0
b'California Sourdough',US,San Jose,2,11,0,14,0
b'California Sourdough',US,San Jose,3,11,0,14,0
b'California Sourdough',US,San Jose,4,11,0,14,0
b'Camino Real Mexican Grill',US,Detroit,0,9,0,22,0
b'Camino Real Mexican Grill',US,Detroit,1,9,0,22,0
b'Camino Real Mexican Grill',US,Detroit,2,9,0,22,0
b'Camino Real Mexican Grill',US,Detroit,3,9,0,22,0
b'Camino Real Mexican Grill',US,Detroit,4,9,0,23,0
b'Camino Real Mexican Grill',US,Detroit,5,9,0,23,0
b'Camino Real Mexican Grill',US,Detroit,6,9,0,23,0
b'Campari House',AU,Melbourne,0,12,0,23,0
b'Campari House',AU,Melbourne,1,12,0,23,0
b'Campari House',AU,Melbourne,2,12,0,23,0
b'Campari House',AU,Melbourne,3,12,0,1,0
b'Campari House',AU,Melbourne,4,12,0,1,0
b'Campari House',AU,Melbourne,5,9,0,1,0
b'Campari House',AU,Melbourne,6,9,0,23,0
b'Campfire BBQ',US,Seattle,3,16,0,21,0
b'Campfire BBQ',US,Seattle,4,16,0,21,0
b'Campfire BBQ',US,Seattle,5,16,0,21,0
b'Campfire BBQ',US,Seattle,6,16,0,21,0
b'Cane Rosso',US,Houston,0,17,0,22,0
b'Cane Rosso',US,Houston,1,11,0,15,0
b'Cane Rosso',US,Houston,1,17,0,22,0
b'Cane Rosso',US,Houston,2,11,0,15,0
b'Cane Rosso',US,Houston,2,17,0,22,0
b'Cane Rosso',US,Houston,3,11,0,15,0
b'Cane Rosso',US,Houston,3,17,0,22,0
b'Cane Rosso',US,Houston,4,11,0,15,0
b'Cane Rosso',US,Houston,4,17,0,23,0
b'Cane Rosso',US,Houston,5,11,0,15,0
b'Cane Rosso',US,Houston,5,17,0,23,0
b'Cane Rosso',US,Houston,6,11,0,21,0
b'Canlis',US,Seattle,0,17,30,21,30
b'Canlis',US,Seattle,1,17,30,21,30
b'Canlis',US,Seattle,2,17,30,21,30
b'Canlis',US,Seattle,3,17,30,21,30
b'Canlis',US,Seattle,4,17,0,22,0
b'Canlis',US,Seattle,5,17,0,22,0
b'Canning River Cafe',AU,Perth,0,7,0,16,0
b'Canning River Cafe',AU,Perth,1,7,0,16,0
b'Canning River Cafe',AU,Perth,2,7,0,16,0
b'Canning River Cafe',AU,Perth,3,7,0,16,0
b'Canning River Cafe',AU,Perth,4,7,0,16,0
b'Canning River Cafe',AU,Perth,5,7,0,17,0
b'Canning River Cafe',AU,Perth,6,7,0,17,0
b'Canopy',US,Houston,0,7,0,21,0
b'Canopy',US,Houston,1,7,0,22,0
b'Canopy',US,Houston,2,7,0,22,0
b'Canopy',US,Houston,3,7,0,22,0
b'Canopy',US,Houston,4,7,0,22,30
b'Canopy',US,Houston,5,9,0,22,30
b'Canopy',US,Houston,6,9,0,22,30
b'Cantina 663',AU,Mt Lawley,0,7,30,22,30
b'Cantina 663',AU,Mt Lawley,1,7,30,22,30
b'Cantina 663',AU,Mt Lawley,2,7,30,22,30
b'Cantina 663',AU,Mt Lawley,3,7,30,22,30
b'Cantina 663',AU,Mt Lawley,4,7,30,23,0
b'Cantina 663',AU,Mt Lawley,5,7,30,23,0
b'Cantina 663',AU,Mt Lawley,6,7,30,15,0
b'Cantina Bar & Grill',AU,Sydney,1,17,30,0,0
b'Cantina Bar & Grill',AU,Sydney,2,17,30,0,0
b'Cantina Bar & Grill',AU,Sydney,3,17,30,0,0
b'Cantina Bar & Grill',AU,Sydney,4,17,30,0,0
b'Cantina Bar & Grill',AU,Sydney,5,12,0,0,0
b'Cantina Bar & Grill',AU,Sydney,6,12,0,22,0
b'Cantina Italiana',US,Boston,0,11,30,23,0
b'Cantina Italiana',US,Boston,1,11,30,23,0
b'Cantina Italiana',US,Boston,2,11,30,23,0
b'Cantina Italiana',US,Boston,3,11,30,23,0
b'Cantina Italiana',US,Boston,4,11,30,23,0
b'Cantina Italiana',US,Boston,5,11,30,23,0
b'Cantina Italiana',US,Boston,6,12,0,22,30
b'Cantina Tortilla Grill',US,Birmingham,0,11,0,21,0
b'Cantina Tortilla Grill',US,Birmingham,1,11,0,21,0
b'Cantina Tortilla Grill',US,Birmingham,2,11,0,21,0
b'Cantina Tortilla Grill',US,Birmingham,3,11,0,21,0
b'Cantina Tortilla Grill',US,Birmingham,4,11,0,22,0
b'Cantina Tortilla Grill',US,Birmingham,5,11,0,22,0
b'Canton Bay Chinese Restaurant',AU,Perth,0,17,0,22,0
b'Canton Bay Chinese Restaurant',AU,Perth,2,17,0,22,0
b'Canton Bay Chinese Restaurant',AU,Perth,3,17,0,22,0
b'Canton Bay Chinese Restaurant',AU,Perth,4,17,0,22,0
b'Canton Bay Chinese Restaurant',AU,Perth,5,17,0,22,0
b'Canton Bay Chinese Restaurant',AU,Perth,6,17,0,22,0
b'Canton Regio',US,Chicago,0,8,0,22,0
b'Canton Regio',US,Chicago,1,8,0,22,0
b'Canton Regio',US,Chicago,2,8,0,22,0
b'Canton Regio',US,Chicago,3,8,0,22,0
b'Canton Regio',US,Chicago,4,8,0,0,0
b'Canton Regio',US,Chicago,5,8,0,0,0
b'Canton Regio',US,Chicago,6,8,0,22,0
b'Canton Wonton House',US,Seattle,1,11,0,23,0
b'Canton Wonton House',US,Seattle,2,11,0,23,0
b'Canton Wonton House',US,Seattle,3,11,0,23,0
b'Canton Wonton House',US,Seattle,4,11,0,0,0
b'Canton Wonton House',US,Seattle,5,11,0,0,0
b'Canton Wonton House',US,Seattle,6,11,0,23,0
b'Canyon Creek Cafe',US,Houston,0,11,0,0,0
b'Canyon Creek Cafe',US,Houston,1,11,0,0,0
b'Canyon Creek Cafe',US,Houston,2,11,0,0,0
b'Canyon Creek Cafe',US,Houston,3,11,0,2,0
b'Canyon Creek Cafe',US,Houston,4,11,0,2,0
b'Canyon Creek Cafe',US,Houston,5,7,0,2,0
b'Canyon Creek Cafe',US,Houston,6,7,0,0,0
b'Capers',US,Detroit,0,11,0,23,0
b'Capers',US,Detroit,1,11,0,23,0
b'Capers',US,Detroit,2,11,0,23,0
b'Capers',US,Detroit,3,11,0,23,0
b'Capers',US,Detroit,4,11,0,0,0
b'Capers',US,Detroit,5,12,0,0,0
b'Capers',US,Detroit,6,15,0,22,0
b'Capital Grill',AU,Sydney,0,8,0,23,0
b'Capital Grill',AU,Sydney,1,8,0,23,0
b'Capital Grill',AU,Sydney,2,8,0,23,0
b'Capital Grill',AU,Sydney,3,8,0,23,0
b'Capital Grill',AU,Sydney,4,8,0,23,0
b'Capital Grill',AU,Sydney,5,8,0,23,0
b'Capitol Hill Crab Cakes',US,Washington,0,11,0,22,0
b'Capitol Hill Crab Cakes',US,Washington,1,11,0,22,0
b'Capitol Hill Crab Cakes',US,Washington,2,11,0,22,0
b'Capitol Hill Crab Cakes',US,Washington,3,11,0,22,0
b'Capitol Hill Crab Cakes',US,Washington,4,11,0,22,0
b'Capitol Hill Crab Cakes',US,Washington,5,11,0,22,0
b'Capitol Hill Crab Cakes',US,Washington,6,12,0,18,0
b'Capitol Hill Tavern',US,Denver,0,15,0,2,0
b'Capitol Hill Tavern',US,Denver,1,11,0,2,0
b'Capitol Hill Tavern',US,Denver,2,11,0,2,0
b'Capitol Hill Tavern',US,Denver,3,11,0,2,0
b'Capitol Hill Tavern',US,Denver,4,11,0,2,0
b'Capitol Hill Tavern',US,Denver,5,10,0,2,0
b'Capitol Hill Tavern',US,Denver,6,10,0,2,0
b'Capo Restaurant',US,Boston,0,17,0,1,0
b'Capo Restaurant',US,Boston,1,17,0,1,0
b'Capo Restaurant',US,Boston,2,17,0,1,0
b'Capo Restaurant',US,Boston,3,17,0,1,0
b'Capo Restaurant',US,Boston,4,17,0,1,0
b'Capo Restaurant',US,Boston,5,11,0,1,0
b'Capo Restaurant',US,Boston,6,11,0,1,0
"b""Capone's Oven & Bar""",US,Houston,0,11,0,0,0
"b""Capone's Oven & Bar""",US,Houston,1,11,0,2,0
"b""Capone's Oven & Bar""",US,Houston,2,11,0,2,0
"b""Capone's Oven & Bar""",US,Houston,3,11,0,2,0
"b""Capone's Oven & Bar""",US,Houston,4,11,0,2,0
"b""Capone's Oven & Bar""",US,Houston,5,11,0,2,0
"b""Capone's Oven & Bar""",US,Houston,6,11,0,0,0
"b""Capriotti's Sandwich Shop""",US,San Jose,0,10,30,20,0
"b""Capriotti's Sandwich Shop""",US,San Jose,1,10,30,20,0
"b""Capriotti's Sandwich Shop""",US,San Jose,2,10,30,20,0
"b""Capriotti's Sandwich Shop""",US,San Jose,3,10,30,20,0
"b""Capriotti's Sandwich Shop""",US,San Jose,5,11,0,19,0
"b""Capriotti's Sandwich Shop""",US,San Jose,6,11,0,19,0
"b""Captain Benny's Half Shell Oyster Bar""",US,Houston,0,11,0,22,0
"b""Captain Benny's Half Shell Oyster Bar""",US,Houston,1,11,0,22,0
"b""Captain Benny's Half Shell Oyster Bar""",US,Houston,2,11,0,22,0
"b""Captain Benny's Half Shell Oyster Bar""",US,Houston,3,11,0,22,0
"b""Captain Benny's Half Shell Oyster Bar""",US,Houston,4,11,0,23,0
"b""Captain Benny's Half Shell Oyster Bar""",US,Houston,5,11,0,23,0
"b""Captain Benny's Half Shell Oyster Bar""",US,Houston,6,12,0,22,0
"b""Captain Tom's Seafood and Oyster Bar""",US,Houston,0,11,0,23,0
"b""Captain Tom's Seafood and Oyster Bar""",US,Houston,1,11,0,23,0
"b""Captain Tom's Seafood and Oyster Bar""",US,Houston,2,11,0,23,0
"b""Captain Tom's Seafood and Oyster Bar""",US,Houston,3,11,0,23,0
"b""Captain Tom's Seafood and Oyster Bar""",US,Houston,4,11,0,23,0
"b""Captain Tom's Seafood and Oyster Bar""",US,Houston,5,11,0,23,0
"b""Captain Tom's Seafood and Oyster Bar""",US,Houston,6,11,0,23,0
b'Captains Of Industry',AU,Melbourne,0,9,0,18,0
b'Captains Of Industry',AU,Melbourne,1,9,0,18,0
b'Captains Of Industry',AU,Melbourne,2,9,0,18,0
b'Captains Of Industry',AU,Melbourne,3,9,0,18,0
b'Captains Of Industry',AU,Melbourne,4,9,0,18,0
b'Captains Of Industry',AU,Melbourne,5,9,0,18,0
b'Captains Of Industry',AU,Melbourne,6,9,0,18,0
b'Caracol',US,Houston,0,11,0,22,0
b'Caracol',US,Houston,1,11,0,22,0
b'Caracol',US,Houston,2,11,0,22,0
b'Caracol',US,Houston,3,11,0,22,0
b'Caracol',US,Houston,4,11,0,23,0
b'Caracol',US,Houston,5,11,0,23,0
b'Caracol',US,Houston,6,11,0,21,0
b'Caravan',GB,London,0,8,0,22,30
b'Caravan',GB,London,1,8,0,23,0
b'Caravan',GB,London,2,8,0,23,0
b'Caravan',GB,London,3,8,0,23,0
b'Caravan',GB,London,4,8,0,0,0
b'Caravan',GB,London,5,10,0,0,0
b'Caravan',GB,London,6,10,0,16,0
b'Cargo Bar & Lounge',AU,Sydney,0,11,30,0,0
b'Cargo Bar & Lounge',AU,Sydney,1,11,30,0,0
b'Cargo Bar & Lounge',AU,Sydney,2,11,30,0,0
b'Cargo Bar & Lounge',AU,Sydney,3,11,30,4,0
b'Cargo Bar & Lounge',AU,Sydney,4,11,30,4,0
b'Cargo Bar & Lounge',AU,Sydney,5,11,30,4,0
b'Cargo Bar & Lounge',AU,Sydney,6,11,30,0,0
b'Caribbean Citchen',US,Detroit,0,10,0,22,0
b'Caribbean Citchen',US,Detroit,1,10,0,22,0
b'Caribbean Citchen',US,Detroit,2,10,0,22,0
b'Caribbean Citchen',US,Detroit,3,10,0,22,0
b'Caribbean Citchen',US,Detroit,4,10,0,22,0
b'Caribbean Citchen',US,Detroit,5,10,0,22,0
b'Caribbean Citchen',US,Detroit,6,10,0,17,0
b'Caribbean Hut',US,Charlotte,0,11,0,22,30
b'Caribbean Hut',US,Charlotte,1,11,0,22,30
b'Caribbean Hut',US,Charlotte,2,11,0,22,30
b'Caribbean Hut',US,Charlotte,3,11,0,22,30
b'Caribbean Hut',US,Charlotte,4,11,0,22,30
b'Caribbean Hut',US,Charlotte,5,11,0,22,30
b'Caribbean Hut',US,Charlotte,6,12,0,20,0
b'Carillon Food Court',AU,Perth,0,8,30,17,0
b'Carillon Food Court',AU,Perth,1,8,30,17,0
b'Carillon Food Court',AU,Perth,2,8,30,17,0
b'Carillon Food Court',AU,Perth,3,8,30,17,0
b'Carillon Food Court',AU,Perth,4,8,30,21,0
b'Carillon Food Court',AU,Perth,5,8,30,17,0
b'Carillon Food Court',AU,Perth,6,11,0,17,0
"b""Carmella's Market""",US,Boston,0,8,0,18,0
"b""Carmella's Market""",US,Boston,1,8,0,18,0
"b""Carmella's Market""",US,Boston,2,8,0,18,0
"b""Carmella's Market""",US,Boston,3,8,0,18,0
"b""Carmella's Market""",US,Boston,4,8,0,18,0
"b""Carmella's Market""",US,Boston,5,8,0,18,0
"b""Carmine's Theater District""",US,New York,0,11,30,23,0
"b""Carmine's Theater District""",US,New York,1,11,30,0,0
"b""Carmine's Theater District""",US,New York,2,11,0,0,0
"b""Carmine's Theater District""",US,New York,3,11,30,0,0
"b""Carmine's Theater District""",US,New York,4,11,30,0,0
"b""Carmine's Theater District""",US,New York,5,11,0,0,0
"b""Carmine's Theater District""",US,New York,6,11,0,23,0
b'Carnegies',AU,Perth,0,11,0,1,0
b'Carnegies',AU,Perth,1,11,0,1,0
b'Carnegies',AU,Perth,2,11,0,1,0
b'Carnegies',AU,Perth,3,11,0,1,0
b'Carnegies',AU,Perth,4,11,0,3,0
b'Carnegies',AU,Perth,5,11,0,3,0
b'Carnegies',AU,Perth,6,11,0,0,0
b'Carniceria Aguascalientes',US,Houston,0,7,0,22,0
b'Carniceria Aguascalientes',US,Houston,1,7,0,22,0
b'Carniceria Aguascalientes',US,Houston,2,7,0,22,0
b'Carniceria Aguascalientes',US,Houston,3,7,0,22,0
b'Carniceria Aguascalientes',US,Houston,4,7,0,22,0
b'Carniceria Aguascalientes',US,Houston,5,6,0,22,0
b'Carniceria Aguascalientes',US,Houston,6,6,0,22,0
b'Carnitas Uruapan Restaurant',US,Chicago,0,9,0,17,0
b'Carnitas Uruapan Restaurant',US,Chicago,1,9,0,17,0
b'Carnitas Uruapan Restaurant',US,Chicago,2,9,0,17,0
b'Carnitas Uruapan Restaurant',US,Chicago,3,9,0,17,0
b'Carnitas Uruapan Restaurant',US,Chicago,4,9,0,17,0
b'Carnitas Uruapan Restaurant',US,Chicago,5,7,0,18,0
b'Carnitas Uruapan Restaurant',US,Chicago,6,7,0,18,0
b'Carnival Fresh Mex',US,Detroit,0,7,0,18,0
b'Carnival Fresh Mex',US,Detroit,1,7,0,18,0
b'Carnival Fresh Mex',US,Detroit,2,7,0,18,0
b'Carnival Fresh Mex',US,Detroit,3,7,0,18,0
b'Carnival Fresh Mex',US,Detroit,4,7,0,18,0
b'Carolina Family Restaurant',US,Charlotte,0,6,0,15,0
b'Carolina Family Restaurant',US,Charlotte,1,6,0,15,0
b'Carolina Family Restaurant',US,Charlotte,2,6,0,15,0
b'Carolina Family Restaurant',US,Charlotte,3,6,0,15,0
b'Carolina Family Restaurant',US,Charlotte,4,6,0,15,0
b'Carolina Family Restaurant',US,Charlotte,5,6,0,14,0
"b""Carolina's Mexican Food""",US,Phoenix,0,7,0,19,30
"b""Carolina's Mexican Food""",US,Phoenix,1,7,0,19,30
"b""Carolina's Mexican Food""",US,Phoenix,2,7,0,19,30
"b""Carolina's Mexican Food""",US,Phoenix,3,7,0,19,30
"b""Carolina's Mexican Food""",US,Phoenix,4,7,0,19,30
"b""Carolina's Mexican Food""",US,Phoenix,5,7,0,18,0
b'Carpe Diem',US,Charlotte,0,17,0,22,0
b'Carpe Diem',US,Charlotte,1,17,0,22,0
b'Carpe Diem',US,Charlotte,2,17,0,22,0
b'Carpe Diem',US,Charlotte,3,17,0,22,0
b'Carpe Diem',US,Charlotte,4,17,0,23,0
b'Carpe Diem',US,Charlotte,5,17,0,23,0
"b""Carpenter's Arms""",GB,London,0,16,0,23,30
"b""Carpenter's Arms""",GB,London,1,16,0,23,30
"b""Carpenter's Arms""",GB,London,2,16,0,23,30
"b""Carpenter's Arms""",GB,London,3,12,0,23,30
"b""Carpenter's Arms""",GB,London,4,12,0,0,30
"b""Carpenter's Arms""",GB,London,5,12,0,0,30
"b""Carpenter's Arms""",GB,London,6,12,0,23,30
b'Carrie Nation Restaurant & Cocktail Club',US,Boston,0,11,0,0,0
b'Carrie Nation Restaurant & Cocktail Club',US,Boston,1,11,0,0,0
b'Carrie Nation Restaurant & Cocktail Club',US,Boston,2,11,0,2,0
b'Carrie Nation Restaurant & Cocktail Club',US,Boston,3,11,0,2,0
b'Carrie Nation Restaurant & Cocktail Club',US,Boston,4,11,0,2,0
b'Carrie Nation Restaurant & Cocktail Club',US,Boston,5,11,0,2,0
b'Carrie Nation Restaurant & Cocktail Club',US,Boston,6,10,0,14,30
