b'Name of the Restaurants',Country code,City,Day of week,Start time hour,Start time minute,End time hour,End time minute
"b""Ike's Love and Sandwiches""",US,San Jose,0,10,30,19,0
"b""Ike's Love and Sandwiches""",US,San Jose,1,10,30,19,0
"b""Ike's Love and Sandwiches""",US,San Jose,2,10,30,19,0
"b""Ike's Love and Sandwiches""",US,San Jose,3,10,30,19,0
"b""Ike's Love and Sandwiches""",US,San Jose,4,10,30,20,0
"b""Ike's Love and Sandwiches""",US,San Jose,5,10,30,20,0
"b""Ike's Love and Sandwiches""",US,San Jose,6,10,30,20,0
"b""Ike's Love & Sandwiches""",US,San Jose,0,10,30,19,0
"b""Ike's Love & Sandwiches""",US,San Jose,1,10,30,19,0
"b""Ike's Love & Sandwiches""",US,San Jose,2,10,30,19,0
"b""Ike's Love & Sandwiches""",US,San Jose,3,10,30,19,0
"b""Ike's Love & Sandwiches""",US,San Jose,4,10,30,20,0
"b""Ike's Love & Sandwiches""",US,San Jose,5,10,30,20,0
"b""Ike's Love & Sandwiches""",US,San Jose,6,10,30,19,0
"b""Ike's Rack Shack""",AU,Melbourne,0,16,0,22,30
"b""Ike's Rack Shack""",AU,Melbourne,1,16,0,22,30
"b""Ike's Rack Shack""",AU,Melbourne,2,16,0,22,30
"b""Ike's Rack Shack""",AU,Melbourne,3,16,0,22,30
"b""Ike's Rack Shack""",AU,Melbourne,4,13,0,22,30
"b""Ike's Rack Shack""",AU,Melbourne,5,13,0,22,30
"b""Ike's Rack Shack""",AU,Melbourne,6,13,0,22,30
b'Ikkoryu Fukuoka Ramen',AU,Melbourne,1,11,30,15,0
b'Ikkoryu Fukuoka Ramen',AU,Melbourne,1,17,30,22,0
b'Ikkoryu Fukuoka Ramen',AU,Melbourne,2,11,30,15,0
b'Ikkoryu Fukuoka Ramen',AU,Melbourne,2,17,30,22,0
b'Ikkoryu Fukuoka Ramen',AU,Melbourne,3,11,30,15,0
b'Ikkoryu Fukuoka Ramen',AU,Melbourne,3,17,30,22,0
b'Ikkoryu Fukuoka Ramen',AU,Melbourne,4,11,30,15,0
b'Ikkoryu Fukuoka Ramen',AU,Melbourne,4,17,30,1,0
b'Ikkoryu Fukuoka Ramen',AU,Melbourne,5,11,30,15,0
b'Ikkoryu Fukuoka Ramen',AU,Melbourne,5,17,30,1,0
b'Ikkoryu Fukuoka Ramen',AU,Melbourne,6,11,30,15,0
b'Ikkoryu Fukuoka Ramen',AU,Melbourne,6,17,30,22,0
b'Iku Wholefood',AU,Sydney,0,8,0,17,0
b'Iku Wholefood',AU,Sydney,1,8,0,17,0
b'Iku Wholefood',AU,Sydney,2,8,0,17,0
b'Iku Wholefood',AU,Sydney,3,8,0,17,0
b'Iku Wholefood',AU,Sydney,4,8,0,17,0
b'Il Bacaro',AU,Melbourne,0,12,0,15,0
b'Il Bacaro',AU,Melbourne,0,18,0,22,30
b'Il Bacaro',AU,Melbourne,1,12,0,15,0
b'Il Bacaro',AU,Melbourne,1,18,0,22,30
b'Il Bacaro',AU,Melbourne,2,12,0,15,0
b'Il Bacaro',AU,Melbourne,2,18,0,22,30
b'Il Bacaro',AU,Melbourne,3,12,0,15,0
b'Il Bacaro',AU,Melbourne,3,18,0,22,30
b'Il Bacaro',AU,Melbourne,4,12,0,15,0
b'Il Bacaro',AU,Melbourne,4,18,0,23,0
b'Il Bacaro',AU,Melbourne,5,12,0,15,0
b'Il Bacaro',AU,Melbourne,5,18,0,23,0
b'Il Bambino',US,New York,0,10,0,23,0
b'Il Bambino',US,New York,1,10,0,23,0
b'Il Bambino',US,New York,2,10,0,23,0
b'Il Bambino',US,New York,3,10,0,23,0
b'Il Bambino',US,New York,4,10,0,0,0
b'Il Bambino',US,New York,5,10,0,0,0
b'Il Bambino',US,New York,6,10,0,23,0
"b""Il Blandford's""",GB,London,1,7,30,23,0
"b""Il Blandford's""",GB,London,2,7,30,23,0
"b""Il Blandford's""",GB,London,3,7,30,23,0
"b""Il Blandford's""",GB,London,4,7,30,23,0
"b""Il Blandford's""",GB,London,5,9,0,23,0
"b""Il Blandford's""",GB,London,6,9,0,21,0
b'Il Bordello',GB,London,0,12,0,15,0
b'Il Bordello',GB,London,0,18,0,23,0
b'Il Bordello',GB,London,1,12,0,15,0
b'Il Bordello',GB,London,1,18,0,23,0
b'Il Bordello',GB,London,2,12,0,15,0
b'Il Bordello',GB,London,2,18,0,23,0
b'Il Bordello',GB,London,3,12,0,15,0
b'Il Bordello',GB,London,3,18,0,23,0
b'Il Bordello',GB,London,4,12,0,15,0
b'Il Bordello',GB,London,4,18,0,23,0
b'Il Bordello',GB,London,5,13,0,23,0
b'Il Bordello',GB,London,6,13,0,22,30
b'Il Corvo Pasta',US,Seattle,0,11,0,15,0
b'Il Corvo Pasta',US,Seattle,1,11,0,15,0
b'Il Corvo Pasta',US,Seattle,2,11,0,15,0
b'Il Corvo Pasta',US,Seattle,3,11,0,15,0
b'Il Corvo Pasta',US,Seattle,4,11,0,15,0
b'il Molo',US,Boston,0,16,15,23,30
b'il Molo',US,Boston,1,16,15,23,30
b'il Molo',US,Boston,2,16,15,23,30
b'il Molo',US,Boston,3,16,15,23,30
b'il Molo',US,Boston,4,16,15,23,30
b'il Molo',US,Boston,5,16,15,23,30
b'il Pom Italian',AU,Melbourne,0,11,0,23,30
b'il Pom Italian',AU,Melbourne,1,11,0,23,30
b'il Pom Italian',AU,Melbourne,2,11,0,23,30
b'il Pom Italian',AU,Melbourne,3,11,0,23,30
b'il Pom Italian',AU,Melbourne,4,11,0,23,30
b'il Pom Italian',AU,Melbourne,5,11,0,23,30
b'il Pom Italian',AU,Melbourne,6,11,0,23,30
b'Il Portico',GB,London,0,12,0,14,30
b'Il Portico',GB,London,0,18,0,23,0
b'Il Portico',GB,London,1,12,0,14,30
b'Il Portico',GB,London,1,18,0,23,0
b'Il Portico',GB,London,2,12,0,14,30
b'Il Portico',GB,London,2,18,0,23,0
b'Il Portico',GB,London,3,12,0,14,30
b'Il Portico',GB,London,3,18,0,23,0
b'Il Portico',GB,London,4,12,0,14,30
b'Il Portico',GB,London,4,18,0,23,0
b'Il Portico',GB,London,5,12,0,14,30
b'Il Portico',GB,London,5,18,0,23,0
b'Ilios Noche',US,Charlotte,0,11,0,22,0
b'Ilios Noche',US,Charlotte,1,11,0,22,0
b'Ilios Noche',US,Charlotte,2,11,0,22,0
b'Ilios Noche',US,Charlotte,3,11,0,23,0
b'Ilios Noche',US,Charlotte,4,11,0,0,0
b'Ilios Noche',US,Charlotte,5,11,0,0,0
b'Ilios Noche',US,Charlotte,6,10,0,21,0
b'Illegal Burger',US,Denver,0,11,0,21,0
b'Illegal Burger',US,Denver,1,11,0,21,0
b'Illegal Burger',US,Denver,2,11,0,21,0
b'Illegal Burger',US,Denver,3,11,0,21,0
b'Illegal Burger',US,Denver,4,11,0,21,0
b'Illegal Burger',US,Denver,5,11,0,21,0
b'Illegal Burger',US,Denver,6,11,0,20,0
"b""Illegal Pete's""",US,Denver,0,7,0,0,0
"b""Illegal Pete's""",US,Denver,1,7,0,0,0
"b""Illegal Pete's""",US,Denver,2,7,0,0,0
"b""Illegal Pete's""",US,Denver,3,7,0,2,30
"b""Illegal Pete's""",US,Denver,4,7,0,2,30
"b""Illegal Pete's""",US,Denver,5,9,0,2,30
"b""Illegal Pete's""",US,Denver,6,9,0,0,0
"b""Illegal Pete's""",US,Denver,0,7,0,0,0
"b""Illegal Pete's""",US,Denver,1,7,0,0,0
"b""Illegal Pete's""",US,Denver,2,7,0,0,0
"b""Illegal Pete's""",US,Denver,3,7,0,2,30
"b""Illegal Pete's""",US,Denver,4,7,0,2,30
"b""Illegal Pete's""",US,Denver,5,9,0,2,30
"b""Illegal Pete's""",US,Denver,6,9,0,0,0
"b""I'm Angus Steak House""",AU,Sydney,0,12,0,15,0
"b""I'm Angus Steak House""",AU,Sydney,0,18,0,22,30
"b""I'm Angus Steak House""",AU,Sydney,1,12,0,15,0
"b""I'm Angus Steak House""",AU,Sydney,1,18,0,22,30
"b""I'm Angus Steak House""",AU,Sydney,2,12,0,15,0
"b""I'm Angus Steak House""",AU,Sydney,2,18,0,22,30
"b""I'm Angus Steak House""",AU,Sydney,3,12,0,15,0
"b""I'm Angus Steak House""",AU,Sydney,3,18,0,22,30
"b""I'm Angus Steak House""",AU,Sydney,4,12,0,15,0
"b""I'm Angus Steak House""",AU,Sydney,4,18,0,22,30
"b""I'm Angus Steak House""",AU,Sydney,5,12,0,15,0
"b""I'm Angus Steak House""",AU,Sydney,5,18,0,0,0
b'Imm Thai',US,Washington,0,17,0,22,0
b'Imm Thai',US,Washington,1,11,30,22,0
b'Imm Thai',US,Washington,2,11,30,22,0
b'Imm Thai',US,Washington,3,11,30,22,0
b'Imm Thai',US,Washington,4,11,30,22,0
b'Imm Thai',US,Washington,5,11,30,22,0
b'Imm Thai',US,Washington,6,11,30,22,0
b'Imperioso',AU,Canberra,1,8,0,17,0
b'Imperioso',AU,Canberra,2,8,0,17,0
b'Imperioso',AU,Canberra,3,8,0,17,0
b'Imperioso',AU,Canberra,4,8,0,17,0
b'Imperioso',AU,Canberra,5,8,0,17,0
b'In A Rush',AU,Melbourne,0,6,30,17,0
b'In A Rush',AU,Melbourne,1,6,30,17,0
b'In A Rush',AU,Melbourne,2,6,30,17,0
b'In A Rush',AU,Melbourne,3,6,30,17,0
b'In A Rush',AU,Melbourne,4,6,30,17,0
b'In A Rush',AU,Melbourne,5,6,30,17,0
b'In A Rush',AU,Melbourne,6,6,30,17,0
b'In-N-Out Burger',US,San Jose,0,10,30,1,0
b'In-N-Out Burger',US,San Jose,1,10,30,1,0
b'In-N-Out Burger',US,San Jose,2,10,30,1,0
b'In-N-Out Burger',US,San Jose,3,10,30,1,0
b'In-N-Out Burger',US,San Jose,4,10,30,1,30
b'In-N-Out Burger',US,San Jose,5,10,30,1,30
b'In-N-Out Burger',US,San Jose,6,10,30,1,0
b'In-N-Out Burger',US,San Jose,0,10,30,1,0
b'In-N-Out Burger',US,San Jose,1,10,30,1,0
b'In-N-Out Burger',US,San Jose,2,10,30,1,0
b'In-N-Out Burger',US,San Jose,3,10,30,1,0
b'In-N-Out Burger',US,San Jose,4,10,30,1,30
b'In-N-Out Burger',US,San Jose,5,10,30,1,30
b'In-N-Out Burger',US,San Jose,6,10,30,1,0
b'In Parma by Food Roots',GB,London,0,11,30,15,0
b'In Parma by Food Roots',GB,London,0,18,0,23,30
b'In Parma by Food Roots',GB,London,1,11,30,15,0
b'In Parma by Food Roots',GB,London,1,18,0,23,30
b'In Parma by Food Roots',GB,London,2,11,30,15,0
b'In Parma by Food Roots',GB,London,2,18,0,23,30
b'In Parma by Food Roots',GB,London,3,11,30,15,0
b'In Parma by Food Roots',GB,London,3,18,0,23,30
b'In Parma by Food Roots',GB,London,4,11,30,15,0
b'In Parma by Food Roots',GB,London,4,18,0,23,30
b'In Parma by Food Roots',GB,London,5,13,0,23,30
b'In Parma by Food Roots',GB,London,6,17,30,22,30
"b""Inchin's Bamboo Garden""",US,San Jose,0,11,30,14,30
"b""Inchin's Bamboo Garden""",US,San Jose,0,17,0,22,0
"b""Inchin's Bamboo Garden""",US,San Jose,1,11,30,14,30
"b""Inchin's Bamboo Garden""",US,San Jose,1,17,0,22,0
"b""Inchin's Bamboo Garden""",US,San Jose,2,11,30,14,30
"b""Inchin's Bamboo Garden""",US,San Jose,2,17,0,22,0
"b""Inchin's Bamboo Garden""",US,San Jose,3,11,30,14,30
"b""Inchin's Bamboo Garden""",US,San Jose,3,17,0,22,0
"b""Inchin's Bamboo Garden""",US,San Jose,4,11,30,14,30
"b""Inchin's Bamboo Garden""",US,San Jose,4,17,0,22,30
"b""Inchin's Bamboo Garden""",US,San Jose,5,12,0,22,30
"b""Inchin's Bamboo Garden""",US,San Jose,6,12,0,22,0
b'Indian Affair in the City',AU,Canberra,0,17,30,22,0
b'Indian Affair in the City',AU,Canberra,1,17,30,22,0
b'Indian Affair in the City',AU,Canberra,2,17,30,22,0
b'Indian Affair in the City',AU,Canberra,3,17,30,22,0
b'Indian Affair in the City',AU,Canberra,4,17,30,22,0
b'Indian Affair in the City',AU,Canberra,5,17,30,22,0
b'Indian Mehfil',AU,Brisbane,0,17,0,21,0
b'Indian Mehfil',AU,Brisbane,1,16,30,21,0
b'Indian Mehfil',AU,Brisbane,2,16,30,21,0
b'Indian Mehfil',AU,Brisbane,3,16,30,22,0
b'Indian Mehfil',AU,Brisbane,4,16,30,22,0
b'Indian Mehfil',AU,Brisbane,5,11,0,21,0
b'Indigo',US,Washington,0,11,0,21,0
b'Indigo',US,Washington,1,11,0,21,0
b'Indigo',US,Washington,2,11,0,21,0
b'Indigo',US,Washington,3,11,0,21,0
b'Indigo',US,Washington,4,11,0,21,0
b'Indigo',US,Washington,5,16,0,22,0
b'Indonesia Indah Restaurant',AU,Perth,0,17,0,21,0
b'Indonesia Indah Restaurant',AU,Perth,1,17,0,21,0
b'Indonesia Indah Restaurant',AU,Perth,2,17,0,21,0
b'Indonesia Indah Restaurant',AU,Perth,3,17,0,21,0
b'Indonesia Indah Restaurant',AU,Perth,4,17,0,21,0
b'Indonesia Indah Restaurant',AU,Perth,5,17,0,21,0
b'Indonesia Indah Restaurant',AU,Perth,6,17,0,21,0
b'Indu',AU,Sydney,1,12,0,0,0
b'Indu',AU,Sydney,2,12,0,0,0
b'Indu',AU,Sydney,3,12,0,0,0
b'Indu',AU,Sydney,4,12,0,0,0
b'Indu',AU,Sydney,5,17,0,0,0
b'Industry Zen',NZ,Auckland,0,12,0,15,0
b'Industry Zen',NZ,Auckland,0,17,30,23,0
b'Industry Zen',NZ,Auckland,1,12,0,15,0
b'Industry Zen',NZ,Auckland,1,17,30,23,0
b'Industry Zen',NZ,Auckland,2,12,0,15,0
b'Industry Zen',NZ,Auckland,2,17,30,23,0
b'Industry Zen',NZ,Auckland,3,12,0,15,0
b'Industry Zen',NZ,Auckland,3,17,30,23,0
b'Industry Zen',NZ,Auckland,4,12,0,15,0
b'Industry Zen',NZ,Auckland,4,17,30,23,0
b'Industry Zen',NZ,Auckland,5,12,0,15,0
b'Industry Zen',NZ,Auckland,5,17,30,23,0
b'Industry Zen',NZ,Auckland,6,12,0,15,0
b'Industry Zen',NZ,Auckland,6,17,30,23,0
b'Infinitus Pie-iPIE',US,Denver,0,10,0,19,0
b'Infinitus Pie-iPIE',US,Denver,1,10,0,19,0
b'Infinitus Pie-iPIE',US,Denver,2,10,0,19,0
b'Infinitus Pie-iPIE',US,Denver,3,10,0,19,0
b'Infinitus Pie-iPIE',US,Denver,4,10,0,17,0
b'Infinity Cafe',AU,Perth,0,6,30,17,0
b'Infinity Cafe',AU,Perth,1,6,30,17,0
b'Infinity Cafe',AU,Perth,2,6,30,17,0
b'Infinity Cafe',AU,Perth,3,6,30,17,0
b'Infinity Cafe',AU,Perth,4,6,30,17,0
b'Infinity Cafe',AU,Perth,5,6,30,15,0
"b""Ingo's Tasty Food""",US,Phoenix,0,11,0,21,0
"b""Ingo's Tasty Food""",US,Phoenix,1,11,0,21,0
"b""Ingo's Tasty Food""",US,Phoenix,2,11,0,21,0
"b""Ingo's Tasty Food""",US,Phoenix,3,11,0,21,0
"b""Ingo's Tasty Food""",US,Phoenix,4,11,0,21,0
"b""Ingo's Tasty Food""",US,Phoenix,5,11,0,21,0
"b""Ingo's Tasty Food""",US,Phoenix,6,11,0,21,0
b'Inizio Pizza Napoletana',US,Charlotte,0,11,0,21,30
b'Inizio Pizza Napoletana',US,Charlotte,1,11,0,21,30
b'Inizio Pizza Napoletana',US,Charlotte,2,11,0,21,30
b'Inizio Pizza Napoletana',US,Charlotte,3,11,0,21,30
b'Inizio Pizza Napoletana',US,Charlotte,4,11,0,22,0
b'Inizio Pizza Napoletana',US,Charlotte,5,11,0,22,0
b'Inizio Pizza Napoletana',US,Charlotte,6,11,0,21,30
"b""Insan's Cafe""",AU,Perth,0,11,30,19,30
"b""Insan's Cafe""",AU,Perth,1,11,30,19,30
"b""Insan's Cafe""",AU,Perth,2,11,30,19,30
"b""Insan's Cafe""",AU,Perth,3,11,30,19,30
"b""Insan's Cafe""",AU,Perth,4,11,30,21,0
"b""Insan's Cafe""",AU,Perth,5,11,30,18,0
"b""Insan's Cafe""",AU,Perth,6,11,30,18,0
b'Insomnia Kebab and Pizza',AU,Sydney,0,8,0,1,0
b'Insomnia Kebab and Pizza',AU,Sydney,1,8,0,1,0
b'Insomnia Kebab and Pizza',AU,Sydney,2,8,0,1,0
b'Insomnia Kebab and Pizza',AU,Sydney,3,8,0,1,0
b'Insomnia Kebab and Pizza',AU,Sydney,4,8,0,1,0
b'Insomnia Kebab and Pizza',AU,Sydney,5,9,0,1,0
b'Insomnia Kebab and Pizza',AU,Sydney,6,9,0,1,0
b'Inspiration Kitchens',US,Chicago,2,11,0,21,0
b'Inspiration Kitchens',US,Chicago,3,11,0,21,0
b'Inspiration Kitchens',US,Chicago,4,11,0,21,0
b'Inspiration Kitchens',US,Chicago,5,10,0,21,0
b'Inspiration Kitchens',US,Chicago,6,10,0,15,0
b'Intermezzo Carmine',US,Seattle,0,11,30,0,0
b'Intermezzo Carmine',US,Seattle,1,11,30,0,0
b'Intermezzo Carmine',US,Seattle,2,11,30,0,0
b'Intermezzo Carmine',US,Seattle,3,11,30,0,0
b'Intermezzo Carmine',US,Seattle,4,11,30,1,0
b'Intermezzo Carmine',US,Seattle,5,16,30,1,0
b'Intermezzo Pizzeria and Cafe',US,Charlotte,0,11,0,0,0
b'Intermezzo Pizzeria and Cafe',US,Charlotte,1,11,0,0,0
b'Intermezzo Pizzeria and Cafe',US,Charlotte,2,11,0,0,0
b'Intermezzo Pizzeria and Cafe',US,Charlotte,3,11,0,0,0
b'Intermezzo Pizzeria and Cafe',US,Charlotte,4,11,0,0,0
b'Intermezzo Pizzeria and Cafe',US,Charlotte,5,11,0,0,0
b'Intermezzo Pizzeria and Cafe',US,Charlotte,6,12,0,0,0
b'Intermezzo Ristorante',AU,Sydney,0,7,0,10,30
b'Intermezzo Ristorante',AU,Sydney,0,12,0,15,0
b'Intermezzo Ristorante',AU,Sydney,0,18,0,22,0
b'Intermezzo Ristorante',AU,Sydney,1,7,0,10,30
b'Intermezzo Ristorante',AU,Sydney,1,12,0,15,0
b'Intermezzo Ristorante',AU,Sydney,1,18,0,22,0
b'Intermezzo Ristorante',AU,Sydney,2,7,0,10,30
b'Intermezzo Ristorante',AU,Sydney,2,12,0,15,0
b'Intermezzo Ristorante',AU,Sydney,2,18,0,22,0
b'Intermezzo Ristorante',AU,Sydney,3,7,0,10,30
b'Intermezzo Ristorante',AU,Sydney,3,12,0,15,0
b'Intermezzo Ristorante',AU,Sydney,3,18,0,22,0
b'Intermezzo Ristorante',AU,Sydney,4,7,0,10,30
b'Intermezzo Ristorante',AU,Sydney,4,12,0,15,0
b'Intermezzo Ristorante',AU,Sydney,4,18,0,22,0
b'Intermezzo Ristorante',AU,Sydney,5,8,0,15,0
b'Intermezzo Ristorante',AU,Sydney,5,18,0,22,0
b'Intermission Tavern',US,Boston,0,11,0,2,0
b'Intermission Tavern',US,Boston,1,11,0,2,0
b'Intermission Tavern',US,Boston,2,11,0,2,0
b'Intermission Tavern',US,Boston,3,11,0,2,0
b'Intermission Tavern',US,Boston,4,11,0,2,0
b'Intermission Tavern',US,Boston,5,11,0,2,0
b'Intermission Tavern',US,Boston,6,11,0,2,0
b'Internal Matter',US,Boston,0,7,30,14,0
b'Internal Matter',US,Boston,1,7,30,22,0
b'Internal Matter',US,Boston,2,7,30,22,0
b'Internal Matter',US,Boston,3,7,30,22,0
b'Internal Matter',US,Boston,4,7,30,22,0
b'International House of Food',US,Phoenix,0,6,0,18,0
b'International House of Food',US,Phoenix,1,6,0,18,0
b'International House of Food',US,Phoenix,2,6,0,18,0
b'International House of Food',US,Phoenix,3,6,0,21,0
b'International House of Food',US,Phoenix,4,6,0,21,0
b'International House of Food',US,Phoenix,5,6,0,21,0
b'Interstate Kitchen & Bar',US,Denver,0,11,30,0,0
b'Interstate Kitchen & Bar',US,Denver,1,11,30,0,0
b'Interstate Kitchen & Bar',US,Denver,2,11,30,0,0
b'Interstate Kitchen & Bar',US,Denver,3,11,30,0,0
b'Interstate Kitchen & Bar',US,Denver,4,11,30,0,0
b'Interstate Kitchen & Bar',US,Denver,5,10,0,0,0
b'Interstate Kitchen & Bar',US,Denver,6,10,0,0,0
b'iPho',US,Charlotte,0,11,0,22,0
b'iPho',US,Charlotte,1,11,0,22,0
b'iPho',US,Charlotte,2,11,0,22,0
b'iPho',US,Charlotte,3,11,0,22,0
b'iPho',US,Charlotte,4,11,0,22,0
b'iPho',US,Charlotte,5,11,0,22,0
b'iPho',US,Charlotte,6,11,0,22,0
b'IPOH Garden Malaysian Cuisine',US,San Jose,0,11,0,15,0
b'IPOH Garden Malaysian Cuisine',US,San Jose,0,17,0,22,0
b'IPOH Garden Malaysian Cuisine',US,San Jose,1,11,0,15,0
b'IPOH Garden Malaysian Cuisine',US,San Jose,1,17,0,22,0
b'IPOH Garden Malaysian Cuisine',US,San Jose,2,11,0,15,0
b'IPOH Garden Malaysian Cuisine',US,San Jose,2,17,0,22,0
b'IPOH Garden Malaysian Cuisine',US,San Jose,3,11,0,15,0
b'IPOH Garden Malaysian Cuisine',US,San Jose,3,17,0,22,0
b'IPOH Garden Malaysian Cuisine',US,San Jose,4,11,0,15,0
b'IPOH Garden Malaysian Cuisine',US,San Jose,4,17,0,22,0
b'IPOH Garden Malaysian Cuisine',US,San Jose,5,11,0,15,0
b'IPOH Garden Malaysian Cuisine',US,San Jose,5,17,0,22,0
b'IPOH Garden Malaysian Cuisine',US,San Jose,6,11,0,15,0
b'IPOH Garden Malaysian Cuisine',US,San Jose,6,17,0,22,0
b'Ipoh on York',AU,Sydney,0,10,0,15,30
b'Ipoh on York',AU,Sydney,1,10,0,15,30
b'Ipoh on York',AU,Sydney,2,10,0,15,30
b'Ipoh on York',AU,Sydney,3,10,0,15,30
b'Ipoh on York',AU,Sydney,4,10,0,15,30
b'Ipoh on York',AU,Sydney,5,11,0,15,0
b'Ipoh Town',AU,Sydney,0,10,30,16,0
b'Ipoh Town',AU,Sydney,1,10,30,16,0
b'Ipoh Town',AU,Sydney,2,10,30,16,0
b'Ipoh Town',AU,Sydney,3,10,30,16,0
b'Ipoh Town',AU,Sydney,4,10,30,16,0
b'Ippudo NY',US,New York,0,17,0,23,30
b'Ippudo NY',US,New York,1,11,0,15,30
b'Ippudo NY',US,New York,1,17,0,23,30
b'Ippudo NY',US,New York,2,11,0,15,30
b'Ippudo NY',US,New York,2,17,0,23,30
b'Ippudo NY',US,New York,3,11,0,15,30
b'Ippudo NY',US,New York,3,17,0,23,30
b'Ippudo NY',US,New York,4,11,0,15,30
b'Ippudo NY',US,New York,4,17,0,0,30
b'Ippudo NY',US,New York,5,11,0,23,30
b'Ippudo NY',US,New York,6,11,0,22,30
b'Irashai Sushi and Teriyaki',US,Boston,0,11,0,22,0
b'Irashai Sushi and Teriyaki',US,Boston,1,11,0,22,0
b'Irashai Sushi and Teriyaki',US,Boston,2,11,0,22,0
b'Irashai Sushi and Teriyaki',US,Boston,3,11,0,22,0
b'Irashai Sushi and Teriyaki',US,Boston,4,11,0,23,0
b'Irashai Sushi and Teriyaki',US,Boston,5,11,0,23,0
b'Irashai Sushi and Teriyaki',US,Boston,6,11,0,22,0
b'Irazu',US,Chicago,0,9,0,21,30
b'Irazu',US,Chicago,1,9,0,21,30
b'Irazu',US,Chicago,2,9,0,21,30
b'Irazu',US,Chicago,3,9,0,21,30
b'Irazu',US,Chicago,4,9,0,21,30
b'Irazu',US,Chicago,5,10,0,21,30
b'Iridescence',US,Detroit,2,17,0,22,0
b'Iridescence',US,Detroit,3,17,0,22,0
b'Iridescence',US,Detroit,4,17,0,23,0
b'Iridescence',US,Detroit,5,17,0,23,0
b'Iridescence',US,Detroit,6,17,0,22,0
"b""Irma's Southwest Grill""",US,Houston,0,11,0,15,0
"b""Irma's Southwest Grill""",US,Houston,0,17,0,21,0
"b""Irma's Southwest Grill""",US,Houston,1,11,0,15,0
"b""Irma's Southwest Grill""",US,Houston,1,17,0,21,0
"b""Irma's Southwest Grill""",US,Houston,2,11,0,15,0
"b""Irma's Southwest Grill""",US,Houston,2,17,0,21,0
"b""Irma's Southwest Grill""",US,Houston,3,11,0,15,0
"b""Irma's Southwest Grill""",US,Houston,3,17,0,21,0
"b""Irma's Southwest Grill""",US,Houston,4,11,0,15,0
"b""Irma's Southwest Grill""",US,Houston,4,17,0,21,0
"b""Irma's Southwest Grill""",US,Houston,5,17,0,21,0
"b""Isabella's Restaurant""",US,San Jose,1,12,0,21,0
"b""Isabella's Restaurant""",US,San Jose,2,12,0,21,0
"b""Isabella's Restaurant""",US,San Jose,3,12,0,21,0
"b""Isabella's Restaurant""",US,San Jose,4,12,0,22,0
"b""Isabella's Restaurant""",US,San Jose,5,12,0,22,0
"b""Isabella's Restaurant""",US,San Jose,6,14,0,20,0
b'Isarn',GB,London,0,12,0,15,0
b'Isarn',GB,London,0,18,0,23,0
b'Isarn',GB,London,1,12,0,15,0
b'Isarn',GB,London,1,18,0,23,0
b'Isarn',GB,London,2,12,0,15,0
b'Isarn',GB,London,2,18,0,23,0
b'Isarn',GB,London,3,12,0,15,0
b'Isarn',GB,London,3,18,0,23,0
b'Isarn',GB,London,4,12,0,15,0
b'Isarn',GB,London,4,18,0,23,0
b'Isarn',GB,London,5,12,0,23,0
b'Isarn',GB,London,6,12,0,22,0
b'Isfahan Kabob',US,San Jose,1,11,30,20,0
b'Isfahan Kabob',US,San Jose,2,11,30,20,0
b'Isfahan Kabob',US,San Jose,3,11,30,20,0
b'Isfahan Kabob',US,San Jose,4,11,30,20,0
b'Isfahan Kabob',US,San Jose,5,11,30,20,0
b'Isfahan Kabob',US,San Jose,6,11,30,20,0
b'Ishiya Stone Grill',AU,Melbourne,0,12,0,15,0
b'Ishiya Stone Grill',AU,Melbourne,0,17,30,22,0
b'Ishiya Stone Grill',AU,Melbourne,1,12,0,15,0
b'Ishiya Stone Grill',AU,Melbourne,1,17,30,22,0
b'Ishiya Stone Grill',AU,Melbourne,2,12,0,15,0
b'Ishiya Stone Grill',AU,Melbourne,2,17,30,22,0
b'Ishiya Stone Grill',AU,Melbourne,3,12,0,15,0
b'Ishiya Stone Grill',AU,Melbourne,3,17,30,22,0
b'Ishiya Stone Grill',AU,Melbourne,4,12,0,15,0
b'Ishiya Stone Grill',AU,Melbourne,4,17,30,1,0
b'Ishiya Stone Grill',AU,Melbourne,5,12,0,15,0
b'Ishiya Stone Grill',AU,Melbourne,5,17,30,1,0
b'Ishiya Stone Grill',AU,Melbourne,6,17,30,22,0
b'Island Flavor ',US,Las Vegas,0,10,0,21,0
b'Island Flavor ',US,Las Vegas,1,10,0,21,0
b'Island Flavor ',US,Las Vegas,2,10,0,21,0
b'Island Flavor ',US,Las Vegas,3,10,0,21,0
b'Island Flavor ',US,Las Vegas,4,10,0,21,0
b'Island Flavor ',US,Las Vegas,5,10,0,21,0
b'Island Flavor ',US,Las Vegas,6,10,0,16,0
b'Island Grill',US,Houston,0,7,0,21,0
b'Island Grill',US,Houston,1,7,0,21,0
b'Island Grill',US,Houston,2,7,0,21,0
b'Island Grill',US,Houston,3,7,0,21,0
b'Island Grill',US,Houston,4,7,0,21,0
b'Island Grill',US,Houston,5,7,0,21,0
b'Island Grill',US,Houston,6,8,0,16,30
b'Island Grill',US,Houston,0,7,0,21,0
b'Island Grill',US,Houston,1,7,0,21,0
b'Island Grill',US,Houston,2,7,0,21,0
b'Island Grill',US,Houston,3,7,0,21,0
b'Island Grill',US,Houston,4,7,0,21,0
b'Island Grill',US,Houston,5,7,0,21,0
